tech_id,chain,category,era,localized_name,description,prerequisite,direct_modifiers,unlocks,implementation_note,unlocks_named
tech_construction_infrastructure_20,tech_construction_infrastructure,production,20,Self-Assembling Megastructures,"Self-assembling structural systems combine robotic modules, programmable joints, and autonomous fabrication into megastructures that grow in place. The scale of feasible construction expands from individual towers and dams toward whole districts, habitats, and engineered landscapes.",tech_construction_infrastructure_19,state_building_hydroelectric_power_plant_max_level_add=5; state_building_construction_sector_max_level_add=1; building_group_bg_manufacturing_construction_efficiency_add=0.50; building_group_bg_agriculture_construction_efficiency_add=0.50; building_group_bg_ranching_construction_efficiency_add=0.50; building_group_bg_whaling_construction_efficiency_add=0.50; building_group_bg_fishing_construction_efficiency_add=0.50; building_group_bg_extraction_construction_efficiency_add=0.50; building_group_bg_urban_center_construction_efficiency_add=0.50; building_group_bg_service_construction_efficiency_add=0.50; building_group_bg_military_construction_efficiency_add=0.50; building_group_bg_infrastructure_construction_efficiency_add=0.50; building_group_bg_urban_facilities_construction_efficiency_add=0.50,PM:pm_modern_construction_size_10,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_construction_size_10` — Post-Labor Construction Systems
tech_economy_11,tech_economy,society,11,Algorithmic Market Governance,"Governments and exchanges monitor supply, demand, credit, inventories, and production nearly as they occur, allowing regulation to respond to emerging instability instead of statistics published months later. Markets remain decentralized, but their governing institutions become relentlessly data-driven.",tech_economy_10,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_12,tech_economy,society,12,Real-Time Macroeconomics,"Macroeconomic measurement approaches real time as transactions, logistics, energy use, employment, and inventories feed continuously into national models. Recessions and shortages become observable processes rather than mysteries reconstructed after the fact.",tech_economy_11,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,PM:pm_modern_financial_services_goods_services_4 | PM:pm_modern_financial_services_regulation_goods_services_3 | PM:pm_modern_forex_government_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_financial_services_goods_services_4` — Autonomous Financial Services<br>PM `pm_modern_financial_services_regulation_goods_services_3` — Real-Time Financial Regulation<br>PM `pm_modern_forex_government_3` — Algorithmic Currency Markets
tech_economy_13,tech_economy,society,13,Machine-Mediated Capital Allocation,"Machine systems evaluate risk, productive capacity, and expected return across economies too complex for traditional investment committees to survey. Capital moves faster toward emerging opportunities—and mistakes can spread just as quickly when models share the same blind spots.",tech_economy_12,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_14,tech_economy,society,14,Planetary Clearing Networks,"Continuous global settlement networks reduce the friction between currencies, banks, markets, and jurisdictions. Large transfers that once required layers of intermediaries become routine machine-to-machine accounting across planetary commerce.",tech_economy_13,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_15,tech_economy,society,15,Autonomous Corporate Governance,"Corporations delegate procurement, treasury, scheduling, compliance, and portions of strategic planning to autonomous agents operating under human-defined constraints. The firm begins to resemble a continuously optimizing institution rather than a hierarchy that meets periodically to make decisions.",tech_economy_14,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,PM:pm_modern_financial_services_goods_services_5 | PM:pm_modern_financial_services_regulation_goods_services_4 | PM:pm_modern_forex_government_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_financial_services_goods_services_5` — Machine-Mediated Capital Markets<br>PM `pm_modern_financial_services_regulation_goods_services_4` — Predictive Market Supervision<br>PM `pm_modern_forex_government_4` — Planetary Clearing Reserves
tech_economy_16,tech_economy,society,16,Synthetic Market Institutions,"New legal and economic institutions are designed around automated contracts, machine agents, shared ownership structures, and resources that can be allocated at computational speed. Economic organization expands beyond the assumptions inherited from industrial capitalism.",tech_economy_15,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_17,tech_economy,society,17,Predictive Political Economy,"Large-scale forecasting systems integrate climate, demographics, production, finance, and political behavior into policy simulations. Economic debate does not vanish, but decision-makers can test consequences against models of unprecedented detail before committing entire societies.",tech_economy_16,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_18,tech_economy,society,18,Post-Scarcity Allocation Theory,"When many essential goods become extremely cheap to produce, economics shifts toward managing energy, land, rare materials, attention, access, and institutional power. Theories built around generalized material scarcity begin to lose explanatory force.",tech_economy_17,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,PM:pm_modern_financial_services_goods_services_6 | PM:pm_modern_financial_services_regulation_goods_services_5 | PM:pm_modern_forex_government_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_financial_services_goods_services_6` — Predictive Financial Networks<br>PM `pm_modern_financial_services_regulation_goods_services_5` — Autonomous Prudential Regulation<br>PM `pm_modern_forex_government_5` — Synthetic Reserve Systems
tech_economy_19,tech_economy,society,19,Interplanetary Political Economy,"Permanent off-world settlements create markets with communication delays, immense transport costs, unusual property regimes, and resources unavailable on Earth. Political economy becomes genuinely interplanetary rather than merely global.",tech_economy_18,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_economy_20,tech_economy,society,20,Abundance Economics,"Mature automation and fabrication make broad classes of material goods abundant relative to human demand. The central economic problems move from producing enough objects toward distributing capacity, status, experiences, scarce locations, and control over civilization-scale systems.",tech_economy_19,state_trade_capacity_mult=0.05; state_max_trade_advantage_from_capacity_add=0.05; state_trade_advantage_mult=0.02; building_cash_reserves_mult=0.10; building_economy_of_scale_level_cap_add=10; country_max_weekly_construction_progress_add=5; country_max_companies_add=1; country_free_charters_add=1,PM:pm_modern_financial_services_goods_services_7 | PM:pm_modern_financial_services_regulation_goods_services_6 | PM:pm_modern_forex_government_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_financial_services_goods_services_7` — Post-Scarcity Financial Services<br>PM `pm_modern_financial_services_regulation_goods_services_6` — Planetary Financial Governance<br>PM `pm_modern_forex_government_6` — Interplanetary Foreign Exchange
tech_electronics_11,tech_electronics,production,11,Neuromorphic Computing,"Neuromorphic processors imitate the event-driven architecture of nervous systems, performing perception and pattern recognition with a fraction of the energy of conventional hardware. Intelligent machines become easier to distribute throughout ordinary infrastructure.",tech_electronics_10,,PM:pm_modern_software_goods_services_6 | PM:pm_modern_automation_11_building_services | PM:pm_modern_automation_11_building_services_shopkeepers | PM:pm_modern_automation_11_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_6` — Neuromorphic Software Stacks<br>PM `pm_modern_automation_11_building_services` — Neuromorphic Automation — Clerks<br>PM `pm_modern_automation_11_building_services_shopkeepers` — Neuromorphic Automation — Shopkeepers<br>PM `pm_modern_automation_11_building_services_professionals` — Neuromorphic Automation — Professional Services
tech_electronics_12,tech_electronics,production,12,Photonic Logic,Optical logic replaces electrons with photons in an expanding share of computation and switching. Data moves through processors at enormous speed while escaping some of the heat and resistance that constrained the late semiconductor age.,tech_electronics_11,,PM:pm_modern_fine_art_goods_manufacturing_3 | PM:pm_modern_media_services_goods_services_3 | PM:pm_modern_consumer_robots_goods_manufacturing_1 | PM:pm_modern_telecommunications_goods_manufacturing_1 | PM:pm_modern_software_goods_services_7 | PM:pm_modern_automation_12_building_services | PM:pm_modern_automation_12_building_services_shopkeepers | PM:pm_modern_automation_12_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_fine_art_goods_manufacturing_3` — Generative Fine Art<br>PM `pm_modern_media_services_goods_services_3` — Synthetic Media Studios<br>PM `pm_modern_consumer_robots_goods_manufacturing_1` — Domestic Cognitive Robots<br>PM `pm_modern_telecommunications_goods_manufacturing_1` — Photonic Network Hardware<br>PM `pm_modern_software_goods_services_7` — Photonic Compute Software<br>PM `pm_modern_automation_12_building_services` — Photonic Office Automation — Clerks<br>PM `pm_modern_automation_12_building_services_shopkeepers` — Photonic Office Automation — Shopkeepers<br>PM `pm_modern_automation_12_building_services_professionals` — Photonic Office Automation — Professional Services
tech_electronics_13,tech_electronics,production,13,Molecular-Scale Electronics,"Electronic components are assembled from molecular-scale structures whose behavior is engineered at the level of individual bonds. Devices become smaller not because fabrication merely improves, but because the component itself is redefined.",tech_electronics_12,,PM:pm_modern_software_goods_services_8 | PM:pm_modern_automation_13_building_services | PM:pm_modern_automation_13_building_services_shopkeepers | PM:pm_modern_automation_13_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_8` — Molecular Computing Toolchains<br>PM `pm_modern_automation_13_building_services` — Molecular Computing Automation — Clerks<br>PM `pm_modern_automation_13_building_services_shopkeepers` — Molecular Computing Automation — Shopkeepers<br>PM `pm_modern_automation_13_building_services_professionals` — Molecular Computing Automation — Professional Services
tech_electronics_14,tech_electronics,production,14,Reversible Computing,"Reversible circuits recover information that conventional logic would discard as heat. Computing efficiency begins to approach physical limits that once seemed relevant only to theorists, making immense computational loads practical without equally immense power plants.",tech_electronics_13,,PM:pm_modern_software_goods_services_9 | PM:pm_modern_automation_14_building_services | PM:pm_modern_automation_14_building_services_shopkeepers | PM:pm_modern_automation_14_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_9` — Reversible Computing Systems<br>PM `pm_modern_automation_14_building_services` — Reversible Computing Automation — Clerks<br>PM `pm_modern_automation_14_building_services_shopkeepers` — Reversible Computing Automation — Shopkeepers<br>PM `pm_modern_automation_14_building_services_professionals` — Reversible Computing Automation — Professional Services
tech_electronics_15,tech_electronics,production,15,Synthetic Cognition Hardware,"Specialized hardware is built expressly for synthetic minds, combining dense memory, inference engines, sensory integration, and adaptive interconnects. Artificial cognition no longer has to inhabit machines designed primarily for arithmetic and office software.",tech_electronics_14,,PM:pm_modern_fine_art_goods_manufacturing_4 | PM:pm_modern_media_services_goods_services_4 | PM:pm_modern_consumer_robots_goods_manufacturing_2 | PM:pm_modern_telecommunications_goods_manufacturing_2 | PM:pm_modern_software_goods_services_10 | PM:pm_modern_automation_15_building_services | PM:pm_modern_automation_15_building_services_shopkeepers | PM:pm_modern_automation_15_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_fine_art_goods_manufacturing_4` — Immersive Fine Art<br>PM `pm_modern_media_services_goods_services_4` — Volumetric Media Production<br>PM `pm_modern_consumer_robots_goods_manufacturing_2` — Adaptive Personal Robots<br>PM `pm_modern_telecommunications_goods_manufacturing_2` — Quantum Network Hardware<br>PM `pm_modern_software_goods_services_10` — Synthetic Cognition Platforms<br>PM `pm_modern_automation_15_building_services` — Synthetic Cognition Automation — Clerks<br>PM `pm_modern_automation_15_building_services_shopkeepers` — Synthetic Cognition Automation — Shopkeepers<br>PM `pm_modern_automation_15_building_services_professionals` — Synthetic Cognition Automation — Professional Services
tech_electronics_16,tech_electronics,production,16,Distributed Machine Intelligence,"Machine intelligence is distributed across factories, homes, vehicles, public infrastructure, and networks rather than concentrated in isolated data centers. Intelligence becomes a property of systems composed of many cooperating machines.",tech_electronics_15,,PM:pm_modern_software_goods_services_11 | PM:pm_modern_automation_16_building_services | PM:pm_modern_automation_16_building_services_shopkeepers | PM:pm_modern_automation_16_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_11` — Distributed Intelligence Platforms<br>PM `pm_modern_automation_16_building_services` — Distributed Intelligence Automation — Clerks<br>PM `pm_modern_automation_16_building_services_shopkeepers` — Distributed Intelligence Automation — Shopkeepers<br>PM `pm_modern_automation_16_building_services_professionals` — Distributed Intelligence Automation — Professional Services
tech_electronics_17,tech_electronics,production,17,Biological-Digital Convergence,"Living tissue and electronics communicate through stable engineered interfaces, allowing sensors, processors, and biological systems to share signals directly. Medical devices, research instruments, and computers begin to occupy the same physical substrate.",tech_electronics_16,,PM:pm_modern_software_goods_services_12 | PM:pm_modern_automation_17_building_services | PM:pm_modern_automation_17_building_services_shopkeepers | PM:pm_modern_automation_17_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_12` — Bio-Digital Operating Systems<br>PM `pm_modern_automation_17_building_services` — Bio-Digital Automation — Clerks<br>PM `pm_modern_automation_17_building_services_shopkeepers` — Bio-Digital Automation — Shopkeepers<br>PM `pm_modern_automation_17_building_services_professionals` — Bio-Digital Automation — Professional Services
tech_electronics_18,tech_electronics,production,18,Quantum-Neural Architectures,"Quantum accelerators and neural architectures are coupled into hybrid systems, each handling the classes of problems to which it is best suited. Optimization, simulation, learning, and control increasingly occur inside heterogeneous cognitive machines.",tech_electronics_17,,PM:pm_modern_fine_art_goods_manufacturing_5 | PM:pm_modern_media_services_goods_services_5 | PM:pm_modern_consumer_robots_goods_manufacturing_3 | PM:pm_modern_telecommunications_goods_manufacturing_3 | PM:pm_modern_software_goods_services_13 | PM:pm_modern_automation_18_building_services | PM:pm_modern_automation_18_building_services_shopkeepers | PM:pm_modern_automation_18_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_fine_art_goods_manufacturing_5` — Synthetic-Mind Fine Art<br>PM `pm_modern_media_services_goods_services_5` — Cognitive Media Networks<br>PM `pm_modern_consumer_robots_goods_manufacturing_3` — Embodied Synthetic Assistants<br>PM `pm_modern_telecommunications_goods_manufacturing_3` — Interplanetary Relay Hardware<br>PM `pm_modern_software_goods_services_13` — Quantum-Neural Software<br>PM `pm_modern_automation_18_building_services` — Quantum-Neural Automation — Clerks<br>PM `pm_modern_automation_18_building_services_shopkeepers` — Quantum-Neural Automation — Shopkeepers<br>PM `pm_modern_automation_18_building_services_professionals` — Quantum-Neural Automation — Professional Services
tech_electronics_19,tech_electronics,production,19,Matter-Embedded Computation,"Computation is embedded directly into structural materials, clothing, tools, and manufactured objects. Instead of attaching a computer to a product, industry manufactures products whose matter itself can sense, calculate, communicate, and respond.",tech_electronics_18,,PM:pm_modern_software_goods_services_14 | PM:pm_modern_automation_19_building_services | PM:pm_modern_automation_19_building_services_shopkeepers | PM:pm_modern_automation_19_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_software_goods_services_14` — Matter-Embedded Software<br>PM `pm_modern_automation_19_building_services` — Matter-Embedded Automation — Clerks<br>PM `pm_modern_automation_19_building_services_shopkeepers` — Matter-Embedded Automation — Shopkeepers<br>PM `pm_modern_automation_19_building_services_professionals` — Matter-Embedded Automation — Professional Services
tech_electronics_20,tech_electronics,production,20,Substrate-Independent Computing,"The same cognitive processes can be instantiated across radically different hardware—electronic, photonic, quantum, biological, or hybrid. Intelligence becomes less tied to a particular machine architecture and more like software capable of migrating between physical substrates.",tech_electronics_19,,PM:pm_modern_fine_art_goods_manufacturing_6 | PM:pm_modern_media_services_goods_services_6 | PM:pm_modern_consumer_robots_goods_manufacturing_4 | PM:pm_modern_telecommunications_goods_manufacturing_4 | PM:pm_modern_software_goods_services_15 | PM:pm_modern_automation_20_building_services | PM:pm_modern_automation_20_building_services_shopkeepers | PM:pm_modern_automation_20_building_services_professionals,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_fine_art_goods_manufacturing_6` — Post-Biological Fine Art<br>PM `pm_modern_media_services_goods_services_6` — Experiential Media Fabrication<br>PM `pm_modern_consumer_robots_goods_manufacturing_4` — General-Purpose Consumer Androids<br>PM `pm_modern_telecommunications_goods_manufacturing_4` — Cognitive Network Fabricators<br>PM `pm_modern_software_goods_services_15` — Substrate-Independent Software<br>PM `pm_modern_automation_20_building_services` — Substrate-Independent Automation — Clerks<br>PM `pm_modern_automation_20_building_services_shopkeepers` — Substrate-Independent Automation — Shopkeepers<br>PM `pm_modern_automation_20_building_services_professionals` — Substrate-Independent Automation — Professional Services
tech_energy_infrastructure_11,tech_energy_infrastructure,production,11,Commercial Fusion Grids,"Fusion plants leave the demonstration stage and become repeatable pieces of national infrastructure. Utilities learn to build, fuel, maintain, and connect reactors in numbers large enough for fusion to shape the energy market rather than merely symbolize scientific prestige.",tech_energy_infrastructure_10,,PM:pm_modern_nuclear_power_infrastructure_5 | PM:pm_modern_oil_power_infrastructure_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_nuclear_power_infrastructure_5` — Commercial Fusion Grid Reactors<br>PM `pm_modern_oil_power_infrastructure_6` — Carbon-Captured Cogeneration
tech_energy_infrastructure_12,tech_energy_infrastructure,production,12,Superconducting Power Networks,Near-lossless transmission and superconducting machinery allow power to move between regions with far less waste. Continental grids can share immense peaks in generation and demand without building duplicate reserve capacity everywhere.,tech_energy_infrastructure_11,,PM:pm_modern_geothermal_power_infrastructure_3 | PM:pm_modern_skyscraper_energy_source_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_geothermal_power_infrastructure_3` — Supercritical Geothermal Wells<br>PM `pm_modern_skyscraper_energy_source_3` — Building-Integrated Energy Grids
tech_energy_infrastructure_13,tech_energy_infrastructure,production,13,Advanced Stellarator Systems,"Improved confinement, materials, and maintenance systems make advanced stellarators practical for continuous operation. Fusion power becomes less dependent on short pulses and increasingly resembles the reliable baseload plants that electrical systems know how to use.",tech_energy_infrastructure_12,,PM:pm_modern_hydroelectric_power_infrastructure_2,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_hydroelectric_power_infrastructure_2` — Adaptive Hydropower Networks
tech_energy_infrastructure_14,tech_energy_infrastructure,production,14,Space-Based Solar Power,"Orbital collectors harvest sunlight without night, weather, or atmospheric loss and beam power to receiving stations below. The energy system acquires generating territory measured in orbital slots rather than square kilometers of land.",tech_energy_infrastructure_13,,PM:pm_modern_nuclear_power_infrastructure_6 | PM:pm_modern_oil_power_infrastructure_7,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_nuclear_power_infrastructure_6` — Advanced Stellarator Reactors<br>PM `pm_modern_oil_power_infrastructure_7` — Synthetic-Fuel Turbines
tech_energy_infrastructure_15,tech_energy_infrastructure,production,15,Aneutronic Fusion,"Aneutronic reactions reduce the neutron bombardment that makes conventional fusion reactors difficult to maintain and allows more direct conversion of fusion energy into electricity. Power plants become cleaner, longer-lived, and potentially far more compact.",tech_energy_infrastructure_14,,PM:pm_modern_geothermal_power_infrastructure_4 | PM:pm_modern_skyscraper_energy_source_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_geothermal_power_infrastructure_4` — Ultra-Deep Geothermal Systems<br>PM `pm_modern_skyscraper_energy_source_4` — Self-Balancing Arcology Power
tech_energy_infrastructure_16,tech_energy_infrastructure,production,16,Planetary Energy Storage,"Planetary storage systems absorb fluctuations measured in cities and seasons, using chemical, thermal, mechanical, and superconducting reservoirs under coordinated control. Variable generation stops being a local balancing problem and becomes a managed property of the grid.",tech_energy_infrastructure_15,,PM:pm_modern_hydroelectric_power_infrastructure_3,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_hydroelectric_power_infrastructure_3` — Continental Pumped Hydro
tech_energy_infrastructure_17,tech_energy_infrastructure,production,17,Helium-3 Fusion Economy,"Regular access to extraterrestrial helium-3 opens fuel cycles previously limited by terrestrial scarcity. Fusion economics begins to connect mines, launch systems, lunar industry, and electrical grids into a single strategic supply chain.",tech_energy_infrastructure_16,,PM:pm_modern_nuclear_power_infrastructure_7 | PM:pm_modern_oil_power_infrastructure_8,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_nuclear_power_infrastructure_7` — Helium-3 Fusion Reactors<br>PM `pm_modern_oil_power_infrastructure_8` — Closed-Cycle Thermal Plants
tech_energy_infrastructure_18,tech_energy_infrastructure,production,18,Deep-Geothermal Planetary Tapping,Ultra-deep drilling and high-temperature materials reach heat reservoirs once considered inaccessible. Geothermal generation expands beyond favorable geology toward something that can be engineered almost anywhere with sufficient capital.,tech_energy_infrastructure_17,,PM:pm_modern_geothermal_power_infrastructure_5 | PM:pm_modern_skyscraper_energy_source_5,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_geothermal_power_infrastructure_5` — Crustal Heat Networks<br>PM `pm_modern_skyscraper_energy_source_5` — Metropolitan Microgrid Fabric
tech_energy_infrastructure_19,tech_energy_infrastructure,production,19,Artificial Photosynthetic Power,Engineered photochemical systems turn sunlight directly into storable fuels and electrical intermediates with efficiencies far beyond natural photosynthesis. Surfaces throughout the built environment can become quiet chemical power plants.,tech_energy_infrastructure_18,,PM:pm_modern_hydroelectric_power_infrastructure_4,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_hydroelectric_power_infrastructure_4` — Closed-Loop Water Power
tech_energy_infrastructure_20,tech_energy_infrastructure,production,20,Controlled Microstar Power,"Controlled fusion plasmas reach power densities that justify the old metaphor of a star in a bottle. Compact 'microstar' reactors supply immense, steady energy to cities, industry, spacecraft, and megastructures with fuel requirements almost trivial beside their output.",tech_energy_infrastructure_19,,PM:pm_modern_nuclear_power_infrastructure_8 | PM:pm_modern_oil_power_infrastructure_9 | PM:pm_modern_geothermal_power_infrastructure_6 | PM:pm_modern_hydroelectric_power_infrastructure_5 | PM:pm_modern_skyscraper_energy_source_6,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_nuclear_power_infrastructure_8` — Controlled Microstar Reactors<br>PM `pm_modern_oil_power_infrastructure_9` — Molecular Thermal Power Plants<br>PM `pm_modern_geothermal_power_infrastructure_6` — Planetary Geothermal Tapping<br>PM `pm_modern_hydroelectric_power_infrastructure_5` — Planetary Hydraulic Power<br>PM `pm_modern_skyscraper_energy_source_6` — Autonomous Megastructure Energy Systems
tech_geopolitics_11,tech_geopolitics,society,11,Networked Sovereignty,"Sovereignty is exercised through dense networks of trade, data, finance, security guarantees, standards, and shared infrastructure rather than territorial control alone. States learn to wield influence inside systems they do not directly own.",tech_geopolitics_10,country_diplomatic_play_maneuvers_mult=0.20; country_influence_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_geopolitics_12,tech_geopolitics,society,12,Planetary Treaty Systems,"Treaty organizations acquire permanent technical institutions capable of managing climate, health, migration, orbital traffic, and strategic stability across nearly every major power. Diplomacy increasingly builds machinery meant to operate continuously between summits.",tech_geopolitics_11,country_diplomatic_play_maneuvers_mult=0.20; country_influence_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_geopolitics_13,tech_geopolitics,society,13,Climate Governance Regimes,"Climate adaptation, carbon management, water sharing, migration, and disaster response become central questions of international order. Environmental policy evolves into a field of high politics comparable to trade or collective security.",tech_geopolitics_12,country_diplomatic_play_maneuvers_mult=0.20; country_influence_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_geopolitics_14,tech_geopolitics,society,14,Supranational Security Architecture,"Regional alliances coordinate intelligence, logistics, industrial policy, cyber defense, and strategic forces deeply enough to act as security architectures rather than temporary coalitions. The line between national defense and supranational defense grows increasingly thin.",tech_geopolitics_13,country_diplomatic_play_maneuvers_mult=0.20; country_influence_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_geopolitics_15,tech_geopolitics,society,15,Continental Federations,"Some regional unions accumulate enough common law, fiscal capacity, infrastructure, and foreign policy to operate as continental political actors. Member states preserve identity while pooling powers once treated as indivisible attributes of sovereignty.",tech_geopolitics_14,country_diplomatic_play_maneuvers_mult=0.20; country_influence_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
